distance id optim_v-1 optim_v-2 
250.1704 317 1.612237e-05 1.524688 
250.2228 318 1.712237e-05 1.524688 
250.2228 319 1.512237e-05 1.524688 
250.1704 320 1.612237e-05 1.524689 
250.1704 321 1.612237e-05 1.524687 
250.1704 322 1.612234e-05 1.524688 
250.2228 323 1.712234e-05 1.524688 
250.2228 324 1.512234e-05 1.524688 
250.1704 325 1.612234e-05 1.524689 
250.1704 326 1.612234e-05 1.524687 
250.1704 327 1.612235e-05 1.524688 
250.2228 328 1.712235e-05 1.524688 
250.2228 329 1.512235e-05 1.524688 
250.1704 330 1.612235e-05 1.524689 
250.1704 331 1.612235e-05 1.524687 
250.1704 332 1.612234e-05 1.524688 
250.2228 333 1.712234e-05 1.524688 
250.2228 334 1.512234e-05 1.524688 
250.1704 335 1.612234e-05 1.524689 
250.1704 336 1.612234e-05 1.524687 
250.1704 337 1.612235e-05 1.524688 
250.2228 338 1.712235e-05 1.524688 
250.2228 339 1.512235e-05 1.524688 
250.1704 340 1.612235e-05 1.524689 
250.1704 341 1.612235e-05 1.524687 
250.1704 342 1.612234e-05 1.524688 
250.2228 343 1.712234e-05 1.524688 
250.2228 344 1.512234e-05 1.524688 
250.1704 345 1.612234e-05 1.524689 
250.1704 346 1.612234e-05 1.524687 
250.1704 347 1.612235e-05 1.524688 
250.2228 348 1.712235e-05 1.524688 
250.2228 349 1.512235e-05 1.524688 
250.1704 350 1.612235e-05 1.524689 
250.1704 351 1.612235e-05 1.524687 
250.1704 352 1.612235e-05 1.524688 
250.2228 353 1.712235e-05 1.524688 
250.2228 354 1.512235e-05 1.524688 
250.1704 355 1.612235e-05 1.524689 
250.1704 356 1.612235e-05 1.524687 
12171.9 357 13.43532 39.04199 
18802.87 358 33.13554 36.13929 
1801.891 359 19.02323 1.524687 
9275.148 360 19.02323 28.73508 
17436.2 361 39.95353 28.21087 
16260.2 362 33.52325 31.44314 
2514.863 363 23.21464 1.524687 
2482.295 364 19.02323 6.676807 
3083.513 365 7.107686 19.33069 
14883.95 366 26.41881 34.57875 
668.2713 367 4.953494 1.524687 
620.5752 368 4.953494 0.7233111 
11473.14 369 12.54651 38.26511 
16497.81 370 35.24016 30.46721 
2784.863 371 24.24599 0.7233111 
792.1884 372 4.953494 7.959662 
14154.66 373 19.1688 38.70385 
7730.108 374 34.90593 11.10428 
2214.731 375 21.18458 0.7233111 
1133.233 376 4.953494 10.7067 
5945.318 377 20.43853 18.82767 
8038.271 378 16.46073 27.70294 
695.3729 379 5.66075 0.7233111 
3187.242 380 4.953494 21.27076 
10294.73 381 29.26781 22.86499 
10618.87 382 22.50158 29.08193 
1322.267 383 15.40551 0.7233111 
4758.583 384 4.953494 26.82955 
2221.737 385 13.59753 10.30333 
8850.789 386 3.661499 38.63634 
1719.556 387 18.17422 0.7233111 
5209.011 388 4.953494 28.23318 
2145.302 389 15.92899 7.799143 
4894.864 390 7.108564 25.7765 
709.6856 391 5.94152 0.7233111 
5132.295 392 4.953494 27.9988 
3984.378 393 27.03322 5.757253 
8594.483 394 35.41426 13.09169 
1666.515 395 9.334919 0.7233111 
7768.837 396 4.953494 35.20853 
2514.461 397 20.18223 5.682344 
8492.693 398 27.2113 20.21595 
1337.35 399 15.51772 0.7233111 
2076.666 400 4.953494 16.33907 
7830.078 401 23.88952 21.28553 
9455.674 402 32.4578 18.0821 
1621.83 403 10.23323 0.7233111 
1581.158 404 4.953494 13.63833 
5807.222 405 30.69483 9.10281 
7727.257 406 15.75075 27.45496 
477.9464 407 3.908633 0.7233111 
2259.057 408 3.908633 17.96576 
10508.58 409 16.39138 33.47502 
1827.824 410 9.116462 0.1525435 
4651.52 411 32.63997 0.7233111 
2523.464 412 3.908633 19.19277 
2987.908 413 2.137951 22.36987 
7925.788 414 31.48467 14.91853 
717.651 415 6.34611 0.7233111 
4799.359 416 3.908633 27.66305 
9557.549 417 30.0634 20.43448 
10423.94 418 37.09256 16.26791 
1624.596 419 9.208953 0.7233111 
4510.063 420 3.908633 26.73011 
8684.09 421 8.23253 35.18978 
15255.76 422 21.4829 39.00022 
