0 1000 1 0
1 997.427485523 2.71390469263 0.858609784555
2 990.502083952 7.31681207324 3.18110397462
3 972.229791573 19.3825064394 9.38770198762
4 926.465030708 49.0752948878 25.459674404
5 825.263822703 111.718833139 64.0173441583
6 651.316851583 206.763632821 142.919515596
7 447.3976295 285.499470661 268.102899839
8 286.320655954 297.798401136 416.88094291
9 188.183014461 256.037127466 556.779858073
10 133.933050709 196.928341463 670.138607828
11 103.964689359 142.466943323 754.568367317
12 86.837648831 99.5902424063 814.572108763
13 76.668135151 68.241795574 856.090069275
14 70.4328350039 46.2015877933 884.365577203
15 66.5162425339 31.0470599465 903.43669752
16 64.0132911526 20.7649027391 916.221806108
17 62.3944925626 13.8458188781 924.759688559
18 61.3389463049 9.21403274286 930.447020952
19 60.6468650607 6.12378793342 934.229347006
20 60.1914149674 4.06651221036 936.742072822
21 59.8909482145 2.69886577177 938.410186014
