distance id optim_v-1 optim_v-2 
9527.057 1 0.77 0.001 
7469.886 3 0.7794628 0.001287301 
16094.79 4 0.79866 0.001062271 
7009.523 5 0.7763899 0.001287301 
16876.74 6 0.7763899 0.001348919 
7009.523 7 0.7763899 0.001287301 
7009.523 8 0.7763909 0.001287301 
7009.523 9 0.7763889 0.001287301 
5895.871 10 0.7763899 0.001288301 
7504.625 11 0.7763899 0.001286301 
16876.74 12 0.7763899 0.0015 
16876.74 13 0.7763909 0.0015 
16876.74 14 0.7763889 0.0015 
16876.74 15 0.7763899 0.0015 
16876.74 16 0.7763899 0.001499 
16876.74 17 0.7763899 0.001350868 
16876.74 18 0.7763909 0.001350868 
16876.74 19 0.7763889 0.001350868 
16876.74 20 0.7763899 0.001351868 
16876.74 21 0.7763899 0.001349868 
5223.597 22 0.7763899 0.001302589 
5223.597 23 0.7763909 0.001302589 
5223.597 24 0.7763889 0.001302589 
7409.226 25 0.7763899 0.001303589 
6336.053 26 0.7763899 0.001301589 
6696.297 27 0.7763899 0.001296472 
6696.297 28 0.7763909 0.001296472 
6696.297 29 0.7763889 0.001296472 
6047.741 30 0.7763899 0.001297472 
7896.719 31 0.7763899 0.001295472 
6340.062 32 0.7763899 0.0013006 
6340.062 33 0.7763909 0.0013006 
6340.062 34 0.7763889 0.0013006 
6336.053 35 0.7763899 0.0013016 
7359.411 36 0.7763899 0.0012996 
5223.597 37 0.7763899 0.001302325 
5223.597 38 0.7763909 0.001302325 
5223.597 39 0.7763889 0.001302325 
7409.226 40 0.7763899 0.001303325 
6340.062 41 0.7763899 0.001301325 
5223.597 42 0.7763899 0.001302533 
5223.597 43 0.7763909 0.001302533 
5223.597 44 0.7763889 0.001302533 
7409.226 45 0.7763899 0.001303533 
6336.053 46 0.7763899 0.001301533 
5223.597 47 0.7763899 0.001302578 
5223.597 48 0.7763909 0.001302578 
5223.597 49 0.7763889 0.001302578 
7409.226 50 0.7763899 0.001303578 
6336.053 51 0.7763899 0.001301578 
5223.597 52 0.7763899 0.001302587 
5223.597 53 0.7763909 0.001302587 
5223.597 54 0.7763889 0.001302587 
7409.226 55 0.7763899 0.001303587 
6336.053 56 0.7763899 0.001301587 
5223.597 57 0.7763899 0.001302589 
5223.597 58 0.7763909 0.001302589 
5223.597 59 0.7763889 0.001302589 
7409.226 60 0.7763899 0.001303589 
6336.053 61 0.7763899 0.001301589 
5223.597 62 0.7763899 0.001302589 
5223.597 63 0.7763909 0.001302589 
5223.597 64 0.7763889 0.001302589 
7409.226 65 0.7763899 0.001303589 
6336.053 66 0.7763899 0.001301589 
5223.597 67 0.7763899 0.001302589 
5223.597 68 0.7763909 0.001302589 
5223.597 69 0.7763889 0.001302589 
7409.226 70 0.7763899 0.001303589 
6336.053 71 0.7763899 0.001301589 
5223.597 72 0.7763899 0.001302589 
5223.597 73 0.7763909 0.001302589 
5223.597 74 0.7763889 0.001302589 
7409.226 75 0.7763899 0.001303589 
6336.053 76 0.7763899 0.001301589 
5223.597 77 0.7763899 0.001302589 
5223.597 78 0.7763909 0.001302589 
5223.597 79 0.7763889 0.001302589 
7409.226 80 0.7763899 0.001303589 
6336.053 81 0.7763899 0.001301589 
5223.597 82 0.7763899 0.001302589 
5223.597 83 0.7763909 0.001302589 
5223.597 84 0.7763889 0.001302589 
7409.226 85 0.7763899 0.001303589 
6336.053 86 0.7763899 0.001301589 
5223.597 87 0.7763899 0.001302589 
5223.597 88 0.7763909 0.001302589 
5223.597 89 0.7763889 0.001302589 
7409.226 90 0.7763899 0.001303589 
6336.053 91 0.7763899 0.001301589 
5223.597 92 0.7763899 0.001302589 
5223.597 93 0.7763909 0.001302589 
5223.597 94 0.7763889 0.001302589 
7409.226 95 0.7763899 0.001303589 
6336.053 96 0.7763899 0.001301589 
5223.597 97 0.7763899 0.001302589 
5223.597 98 0.7763909 0.001302589 
5223.597 99 0.7763889 0.001302589 
7409.226 100 0.7763899 0.001303589 
6336.053 101 0.7763899 0.001301589 
5223.597 102 0.7763899 0.001302589 
5223.597 103 0.7763909 0.001302589 
5223.597 104 0.7763889 0.001302589 
7409.226 105 0.7763899 0.001303589 
6336.053 106 0.7763899 0.001301589 
5223.597 107 0.7763899 0.001302589 
5223.597 108 0.7763909 0.001302589 
5223.597 109 0.7763889 0.001302589 
7409.226 110 0.7763899 0.001303589 
6336.053 111 0.7763899 0.001301589 
5223.597 112 0.7763899 0.001302589 
5223.597 113 0.7763909 0.001302589 
5223.597 114 0.7763889 0.001302589 
7409.226 115 0.7763899 0.001303589 
6336.053 116 0.7763899 0.001301589 
5223.597 117 0.7763899 0.001302589 
5223.597 118 0.7763909 0.001302589 
5223.597 119 0.7763889 0.001302589 
7409.226 120 0.7763899 0.001303589 
6336.053 121 0.7763899 0.001301589 
5223.597 122 0.7763899 0.001302589 
5223.597 123 0.7763909 0.001302589 
5223.597 124 0.7763889 0.001302589 
7409.226 125 0.7763899 0.001303589 
6336.053 126 0.7763899 0.001301589 
16879.39 127 0.7763899 5e-04 
16879.39 128 0.7763909 5e-04 
16879.39 129 0.7763889 5e-04 
16879.39 130 0.7763899 0.000501 
16879.39 131 0.7763899 5e-04 
16206.28 132 0.7763899 0.001048797 
16206.28 133 0.7763909 0.001048797 
16206.28 134 0.7763889 0.001048797 
16206.28 135 0.7763899 0.001049797 
16199.89 136 0.7763899 0.001047797 
11108.85 137 0.7763899 0.001229941 
11108.85 138 0.7763909 0.001229941 
11108.85 139 0.7763889 0.001229941 
9491.083 140 0.7763899 0.001230941 
11326.91 141 0.7763899 0.001228941 
5866.863 142 0.7763899 0.001269307 
5866.863 143 0.7763909 0.001269307 
5866.863 144 0.7763889 0.001269307 
7013.422 145 0.7763899 0.001270307 
7273.991 146 0.7763899 0.001268307 
6884.568 147 0.7763899 0.001290956 
6884.568 148 0.7763909 0.001290956 
6884.568 149 0.7763889 0.001290956 
7062.389 150 0.7763899 0.001291956 
5995.001 151 0.7763899 0.001289956 
